mensagem,odio
USER homolodor matar nazismo partido comunista Brasil China campo concentração vida seguir,1
USER USER USER USER USER rir praia namorada apanha 1 gajo tirar fotosque 1Perguntas perversão motivo artístico 2Criticas comportamento imoral 3Metes viola saco conta viste,1
USER USER Bobo baitolar bobalhão zé mané otario bananão pika fino soca fofo Rodrigo Faro 11 setembro cara nao curso cara lembrar JOGO,1
26032022 095726 Zé ruela bunda mole 26032022 100828 Mellyssa Maldonado Vc falar de ele hein FALEI KKKKKKKKKKKKKKKK ODIOOOOOO URL,1
sério gente medo sequestrar estuprar matar causa decadência moral intelectual histórico nazireacionaria assinar atestado óbito fazer ir ganhar dinheiro processar calúnia abuso autoridade fraude processual,1
USER USER horroroso ZZZZZZZZZzzzzzzzzzZZZZ AMEI USER DANDO INFINITOS LIKES,1
USER bom eh ve virgem xingar USER video,1
USER Heroína Conseguiu sair cérebro ileso escola pública petista,1
mau USER defender Tarado,1
Wtfkkkkkkkkkk,0
mendigo brincalhão carro vermelho branco USER dizer trocar soco mostrar apanhar Rapaz conhecer gente falar jeito verdade mentiroso existir pessoa virar mendigo conseguir relação pessoa problema papo de ele comover enganar achar dever respeitar moça casado marido de ela agir errar agredir enfim culpa coisa dever evitar falar entrevista,1
USER USER capella mt gostoso fodase,1
USER verme ambição crescer barriga f i l h d p u t n l r i c,1
deus q guri ridicular puta q parir odio,1
Cancelem canal criar outro canalNazismo Patrocinadores apoiem canal,1
D at First querer cabelo pq ciumento c bebê JJ achar q vc ir roubar eu roubar de ele vc pessoa maravilhoso conheci amer milhão,1
NAO FILHA PULTA KKKKKKKKKKK,1
vagabundar filha puta arrombar desgraçar etc,1
aff roubar falar,0
USER USER ficar putaputinha,1
cara ai vampiro brilhar sol caralhar q porra vampiro amar ta morto lobo depilar sentir frio viver camisa verdadeiro história lobo transformar lua cheio oq cara transformar hora q vc Felipe,1
caralho sonhar negocio q começar achar q série q ter assistir dai lembrar agr q SonhoKKKKKKKKKKKKKKKKKKKK mto bugar,0
USER nao gotsa chamar viar,1
N interesse melhorar Brasil interesse relativo preciso força n idiota trono,1
USER USER Souza ignorar praga provavelmente algum erro rg caixa pra sacar,1
moro jogar bhc boca ratazana senado USER,1
USER pra caralho ir levar serio alguem nome Roberta USER,1
primo palhaço jesusKJJKKKKKKKKKKKKK,1
USER feminista feio gordo Pagar peitinho passeata peludo odiar homem achar q diferença,1
USER Son puro rata hipocrito,1
apoiadore cara porra,1
USER traidor USER herói pra turma Parem idolatrar político pqp,1
USER USER USER USER vcs resumir eh ai lixo pessoa insuportável montar kkkkk,1
USER USER Reconsidere pedido caro Governador ideal extinguir lixo comunista masacarar cultura Governador faça arrepender 4 ano passar rapidooo,1
TOMAR CU BOLSONARO VEIO DESGRAÇADO CENSURA TWEET TAMBEM CORNO URL,1
INFERNO gostoso gravar Mingi daniel jackson triste vida mulher cis hétero achar boy lixo atraente,1
si le voy su regalo pero claro marico claro,1
pessoal conseguir entender contexto educação merda país específico período comparar outro período específico Brasil pra discutir dado período haver evolução pequeno ser evolução existir longo Brasil USER necessário avaliar dado evolução ter noção olhar pra educação bom olho,0
USER URL USER Vá foder Centrão antro saqueador cofr público nação brasileiro USER USER USER USER USER USER USER USER USER USER USER,1
USER esplanar éverton pra imprensa né papo interno ninguém precisar loco burro,1
Daqui defender pedófilo direito de eles expressar desejo sujo segue mesmo linha Existir coisa tratar opinião fato existir crime,1
USER USER ir transar 11 ano ser padre,1
canalha,1
fdp tar achar pra vir falar comigo porrar tô cara palhaça arrombar,1
cara ter assistir ta passar megapix bicho vampiro viadinho caraca,1
USER USER causa roubar brasileiro Lula ladrão ignorante,1
USER Pqp Vá pro quinto inferno Enéias ter razão Bandido bandido,1
BANDO HIPÓCRITAS DEFENDE USER MORAL CRITICAR USER USER USER,1
Johnson johnsonsssssss pq foder,1
USER mundo tbm USER lgbt pq assexuar,1
600 USER baita fofoqueira olhar jeito de ela observar pra falar costa fantasma porta tocaia discussão sumir 700,1
USER Covid calar calar governo passar verme tomar,1
ta foda neguinho ta fodaaaaaaa,1
USER Malas universidade pesimos profesor y peor política Opiniones carente honestidad son caracteristico intrínseco oportunista,1
ñ entender né vcs comunista acabar,1
USER q botar tag ridículo subir kkk,1
USER cara monstro psicopata delinquente defender criança menino indefe,1
USER USER tan idiota hechar enemigo al país Vecino eso y andar ayudar socialista,1
USER SPAR CARAI Deixar Jojo sair Larga doce JoJo,1
Mano n hoje dia estressante Briguei Fiquei triste mente perturbado Perdi amigosperdi Manoeu idiota,0
USER USER sentar vara gato baitolar,1
USER USER hamburgueria escola pai precisar hamburgueria pra educar filho pai vagabundo pai,1
cara dedo quente cu gelado bom vei rier pa caralho,1
USER pintar estar velho nao morrer USER contiinuar corrupto q comen mão Maia prender USER,1
USER ideia ruim depender ideia ora visão noção Monark tornar estuprador pessoa caráter duvidoso afinal permitir partido Nazista nazismo deixar crime Imagine discurso estupro defender partido estuprador defender saber automaticamente estupro ir deixar CRIME tornar pessoa desprezível noção afinal defender liberdade de eles fazer parar estuprar perder medo afinal CRIME né sofrer represália moral punir brincadeira consger enxergar absurdo falar USER estuprador merecedor represália desprezo consequência falar noção ir aparecer pra milhão pessoa,1
USER AMEM FILHO PUTA TAVA QUASE INDO FALA,1
USER aonde vcs estar incompetência parasita dinheiro público URL,1
USER alguém dê calar boca mendigo fuder chato caralho,1
ir ficar comentar retardado video tiktok,1
Kkkkkkkk cara maluco,1
Ave Maria ficor puta ler comentário Lorde bicha Twitter cafona,1
lacrar lucrar USER,1
diferença amor gostoso adiantar esbelto egoísta sexo esperar homem faça mulher gozar haver reciprocidade mesmo mulher egoísta cama,1
USER USER sãoMIL canalhasemboscar criancinha familia de esse criança parente gay resto haver Criança aprender seguir pai pai gay provavelmente ser ciclo natural coisa pleno dinheiro Familia USER jamais ter denovo,1
louco inveja lixo senhora USER chegar levar voadora,1
achar péssimo tom algotimo spoiler ENORME Bridgerton tomar cu,1
USER USER vir corno,1
KKKKKKKKK aprender escrever vir discutir,1
USER USER Roy cagao má bien tú eres el tienes chance salirte del pacto diabólico y ponga sembrar yuco rata alcantarill,1
USER taylor dar costa pra selena pra andar gente vaca interesseiro ser contrário swiftie ir cair matar,1
27053a ucrânio mistureba grupo interesse diferente situação continuar continuar pra afetar geopolítica região vazar plano sionista relembrar khazaria porra recentemente vazar plano moedinho polônia ingrato pra reconhecer polaco abrigar durante século,1
USER mtt arrogante USER,1
USER mlk maluco arrombado mental namoral,1
prova professora Geografia 3 ano prova de ela difícel mano foder,1
USER falar nazismo tabu USER matar cerca 20 40 milhão soviético gente falar USER matar hipócrita ficar caladinho USER abrir boca mundo cancelar nome USER,1
fumador Droguinhas apresentar Flow bêbado chapado começar falar bosta,1
organização pra cabo nazismo exército vermelho soviético esqueçam ir matar nazista novamente Abram olho,1
USER USER USER Mano fuder some de aqui peste ir cigarro whisky tbm fdp,1
incrível pessoa gnt odiar música pqp,1
USER tar acompanhar USER Carvalho Falfa USER flow ai foda,1
USER falar B0st4 gritar igual maluco totalmente noção,1
globo lixoooo,1
USER bando canalha,1
USER vagabundo ladrão roubar Petrobrás hj pagar,1
risada se USER Rir cagada alheio bom,1
canal USER fala explicar requinte detalhe dizer andar passo girar 360 grau etc sinal mentira pra eu aproveitar carência mulher ganhar lábia hoje arrependa fato assumir conquistar carência foda,1
audio péssimo Léo,0
USER Ladrão Canalha,1
USER assistir fazenda querer comparar Jojo karol sacanagem,1
USER Silva USER maconha atrofiar cérebro Monark,1
USER USER ate enganar ludibriar manipular hoje dia tar cordo presidente lixo USER sustentar lixo pior lixo,1
USER USER começar falar processo racista ces sao cego,1
USER completo imbecil USER,1
sair chuva pra atender noção ah foder porra URL,1
USER odeiar mendigo único verdade,1
USER Pero payasa la ridículo puso eso poster acaso es Esa Mujer la casado,1
USER libertador paulista 30 porcaria campeonato atrapalhar,1
tô saúde tbm show Jão Doja Miley tô chegar rar fazer idiota canto pensar querer ver show vivo pular gritar sujar barro,1
preciso dormir mds ansiedade odeior,0
mulher chato Deus livreThaíse insuportável,1
pero cuál es el odioooo qué Bloqueaaaas JAJAJAJAJJAJAJAJAJJA,1
USER achar mandar mundo poupe querer mandar vida pareçe louco doir morar pessoa aguentar 2 dia,1
USER acabar engolir língua tomar USER achar de ela baba ovo acordar mulherzinho otário achar tar morro de ela ah USER,1
USER andar burro,1
misto quente falar merda URL,1
USER monstro matar filha vdd USER tar fechado pra,1
USER canalhice insignificante figurar trabalhar prol elegeur perca perder ação progredir Amapá precisar político trabalhar benefício benefício,1
lunático seguidor lamentável pandemia aonde morrer tanto lunático ver oque mundo passar,1
USER Mamsmwkwkwkwkakw odeior,1
USER USER pena gente cabeço ovo estar perder entrar dislike video gente aceitar USER bom nenhum boicote ridículo whats mudar gay ninguém mudar encher USER dislikes mudar vida ninguém USER cabeça viver vida ta chato historia agir fossemos evitar esconder gay interferir vida ninguém par,1
manar gay trans etc problema criança USER dever questão relacionar sexualidade dever respeitar pqp,1
canal dever banir ar,1
USER tapa cara USER homem livre ir evento sequer importunar vergonha aceitar blindagem fazer em ele,1
USER lei d merda prisão perpétuo,1
USER USER Aparecer aproveitador clique ser q turma clareamento anal,1
USER USER vc gostar futebol gostar mamar político outro,1
USER Dice Clau la constitución Le importar 3 hectárea camote la ley hizo romperse y ella hablar lo quierar sus pinches tamaños Pero eso si enciende auto el día circula y caer el peso la justicia maldito delincuente,1
corpo ridículo ir emagrecer bom,1
USER USER USER CULPA TAMBEM USER VOCES ESQUERDISTAS USER USER LUBERDAUSER USER ESCOLHER PRESIUSERNTE pAÍS,1
merda,1
USER paso decirte Imbecil,1
USER fode porra lindo Caralhooo Deixa mongoloide,1
ah bolsonaro tomar cu moral homem infernal facar de adaaae,1
presidente prometer acabar beijo gay Globoolha boticário comercial natura burg USER época PT,1
odeiar ts3 nao ficar hora distradinha jogar porra nao salvar,1
USER burrao pra olhar,1
abjeto matar rapaz covardemente dever enjaular banir definitivamente convívio humano URL,1
USER vida ta merda falar vida simples vagabundo crescer olho atividar,1
USER Estados USER rampa colônia Estados USER presidente IDIOTA,1
Incrível pessoa conseguir cagar né flow causa maconheiro alcoólatra,1
tadinho olhar cara cachorro mano kkkkkkk,0
Vou tirar foto cara chifrar oportunidade expusera rede nacional ODEIO CORNO URL,1
Odeiooooo falar coisa fiz tnc,1
JUEPUTA TUVE AL PUCHITO FRENTE MARICA,1
parecer morador rua sinceramente formar Portugues concertezar ate pq Bixin falar ver,1
62922não entendi merda ciume querer falar algum gíria regional putaria,1
globo criar monstro,1
cara ficar marcar besteira ser criticar deixar manchar imagem empresa desligar flow escolha correto empresa,1
corno tar puto,1
preconceituoso merda continuar Boticário,1
USER USER emissora medíocre deixar presidente terminar mandato paz,1
vaga CTI respirador tanto idiota falar Políticafalo vida morte,1
fazer lógico justificar esfaquear covarde USER né gente olhar tratar mulher,1
comercial LIXO lixo lixo lixo,1
safadeza senhor PESSOA MOA PAULADAS safadeza senhora PAI ESFAQUEAR CRIANÇA 8 ANOS FATO DELE LAVAR USER safadeza senhoraa resposta nãoa criança ser ensinar respeitarai ninguém obrigar,1
USER USER falar bolsominion arrepender,1
USER Ter USER Flows Sair Pior causa Erro Desgraçado piorr Lembrado Apoiadora Naz Odiado Ódio Direcionar Amigos Convidados Compareceram USER Imagem Flow USER USER Apresentar idéia USER USER Apologia Naz USER,1
gente USER levar belo pra cama descobrer belo gravida engravidar USER morto produzir esperma Fecundala,1
USER USER querer falar Deus tentar pregar algum rainha chatisse,1
gente plmds par falar obesidade de ela mds cara oq assistir vídeo ficar comentar saúde de ela plmds USER USER avisar gente n USER USER oq mds Aprendam oq,1
USER USER cara vídeo rodar tô metade vídeo tar estranho articular morador rua inocente USER galera filmagem cara bater outro sair pelar carro pq tar dar entrevista caramba carro branco vídeo incoerência deixar muito dúvida Ah cara sair pra vereador jeito emotivo romântico falar conquista idiota comentário,1
culpa cachorra karina vagabunda URL,1
USER diferença 2018 sentimento antir PT gigante graças péssimo governo desgraçado PT ganhar força salvar família bandido tabela ajudar Lula velho ladrão 9 dedo voltar sentimento vinganca,1
tomar q vc aliste passar va pra guerra vagabundo caralho,1
USER PIRATAS CACETE AKSKDKDJJDJDJJXJSJSJSK,1
USER coitado Senta processo em este parasita Faculdade,1
noção Jojo pensar oqueque dona razão casa gritar participante Sai pra barraqueira ta falar negar bonito medo de ela po USER botar pilha coragem encarar drama vazar colega,1
USER USER lindo jeito USER importante aceitar feliz mundo ta cheio mente podre ai,1
USER ta minion razão kkk ir discutir humano referi,1
gente coitar realmente burro pena,1
Burro,1
odieeeique cara graça,1
vergonha imaginar filho falar,1
USER propaganda Maiis lixo,1
USER USER USER Kkkkkkkkkkkkkkkk machinho escrotar vc filho n fazer pessoa babaca fácil falar p mãe virar pai mãe erro macho mandar virar homem assumir responsabilidade poupar banana,1
q nojentar temo filho nao querer q,1
ja comeu cu msm difícil achar precioso kkkkkk URL,1
USER USER hoje lance vc falar Vagabundo volta matar acertar costa melhor engolir sapo pra casa,1
pessoa deixar escapar pessoa caso sorte vida motivo idiota ai caso,1
USER mentir USER público brasileira desserviço estrutura escola medíocr dinâmica terrível ambiente deixar entediado empolgado laboratório ciência pra aplicar disciplina decência colégio,1
pra USER se fuder Bolsonaro,1
Convidem brasileiro judeu escapar nazismo,0
rt USER desentendir pra cara pau,1
virar briga casal diga de esse dupla most likely queercoded q age gap fuder,1
USER Lo ha hecho es el ridículo dicha reunión ya podía hacer lo ya han hecho en Europa Pero claro si baja los,1
lindo USER,0
USER VIDA PEIDO CAPETA USER,1
USER cagada falar USER USER racista falar tema sensível Ser USER ter mantêlo flow afastar período,1
rt USER coitar mina q bunda reduzir kkkkkkkk URL,1
USER USER USER USER USER MEDO USER USER USER USER USER TAO USER USER USERO USER FALANDO USER USERUS ONUSER USERUSERO USER ENFATIZA USERNAO USER NOME USER USERUS USER PARECEU USER USER,1
USER fã Arthur pessoa q dever Twitter criança velho q ficar cegueira bunda mole mimizento Arthur,1
USER ADOREI olhar retardar virgem pensamento gritar Jacob camisa USER USER,1
menina odiar menininho odiar filme merda USER achar merda digno filme Cara foda,1
psicopata suicida louco bipolar aff,1
USER USER Carai kkk,0
ir avisar ir mandar tomar cu mundo vier falar preferer,1
USER USER USER USER imbecil Pablo votar apoiar ditador Mula Mula odeiar democracia LGBT saber corrupção injustiço cúmplice URL,1
USER matar Nazismo né professor,0
youtubecomwatchvoNRGPfSyo7Y USER dabate pedofilia,0
USER burro ir deixar ferida expor,1
gnt to sururu caralho hoje,1
to seca pqp,1
Ridícula Exagerar,1
USER anarquizar barbarizar dominar bichona deitar,1
ai liberdade expressão voce nao censurar punir acordo merda USER dizer apoiar liberdade USER acompanhor video jogo claro USER nazista errar feio querer expor ideia USER comentei vario podcast aonde USER USER dizer merda estar chapado bebado hora ir ruim infelizmente USER dar,1
USER USER Boiolice nojo,1
leitura outside Cara merda política algum cargo eletivo política,1
USER jovem merda,1
Literalmente existir merda Partido USER Brasil 1962 USER falar,1
rt USER puto parir papai URL,0
matar pai liberar pra comemorar dia pai outro matar filha liberar pra comemorar dia criança USER lei vergonha cara USER matar namorada liberar pra comemorar dia namorado País podre lixo,1
USER MULHER FODA DEVERIA PRA MULHERES MUNDO URL,0
porraaaaaaaa tomar cu caralho URL,1
USER USER USER DEUSA PRA CARALHOOOO VENCEU AMOR,0
USER Ve chingar madre perrar violador la ley Es má elncaco acompañar ya encantar Lamerle el escroto,1
hahahhahahahh ehr foda,0
Lollapalooza arrombar,1
criança aprender limpar rabo opinar aliás opinar ler texto podre criar,1
vídeo certo piada nenhum fundamento relativamente á historia personalidade aspecto vampiro lobisomem relativo existir centena historia USER vampiro lobisomem diferente mesmo comparar Van USER Underworld bocado estúpido dizer,1
USER USER chamar corrupto kkkkkkk vc desprovido massa encefálico,1
Oh deus moço achar brasileiro besta eleger pessoa acabar dignidade justiça brasileiro economia ajudar eleger mau presidente país,1
odioooo,0
FUDER ODEIO POBRE QJERIA LOLLA,1
culpa gente precioso aceitação pessoa gordo preguiça usas palavra pra,1
USER Jornaleco lixo cantora benga perna,1
USER TI FODER,1
USER comentario gente babaca pingo empatia expor mulher jeito cara babaca expor mulher dizer babaca meter em ele expor ser mulher cara falar babaca palhaço chamar cara deputado,1
USER USER vcs foder ficar vivo pra viver merda vcs kkkk fodar,1
tiro PEITO USER Puta de esse responsável USER USER esperar USER divino cobrar preço oque acontecer,1
globolixo tomar vergonha cara,1
HASHTAG volta edição ninguem perder trolar pastor ladrão Brasil USER,1
USER CORNO PASSAR POA,1
vc beber falar besteira USER colocar preconceito vc,0
crueldade descaso acaso ver desastr bando canalha governo federal dignidade aposta pauta moral haver moralidade dignidade URL,1
USER atriz meia tigela USER Carlinhos USER,1
Sofia vergar loira dnv vey to fanficando q evelyn hugo ai ir tomar cu pq ñ URL,1
problema aparentemente problema mental,1
conversa amigo ser gravar pegar pena morte mau kk,0
USER URGENTE jovem Brasil falar pai traveco apoiar Lula,1
USER merecer merda USER USER hora,1
USER El puto amar,1
estar bêbar ter chegar babaca merda putaquiparir,1
USER USER USER USER USER mandamento sedimentação moral cristã conduzir ação dia dia matar ng amigo matar convém matar tô afim Jesus voltar pra salvar mundo pecado homem ver cometer pra cacete,1
q mãe de ele morrer virgem kkkkkkkkkkkkkkkkkkkk mega fail,1
Achar mandar gente engolir seco respor Gente noção kkkkk URL,1
adiantar tirar título tirar Bozo votar outro abjeto bandido Ser progressista votar candidato progressista ser ladrão Ser conservador votar candidato conservador ser ladrão,1
USER USER vampiro vampiro kkkkk Sam ridiculoo haha,1
USER USER vida peito capeta,1
pegar pesar errar feio leve trabalho sério vá sóbrio partido nazista Brasil merda dizer ano,1
USER USER USER USER USER USER USER CHOLA USER USER USER FAMÍLIA USER USER USER,1
covardia enorme criança,0
gente simplesmente sumir desaparecer ir pra puta q parir tbem,1
filme péssimo,0
odeior sofia puta vagabundo,1
talento bolsonaro pra flexão pra finge galera finger acreditar puxasaco,1
gente juíza incompetente,1
USER USER Devolve Bilhão vc filho roubar ganhar Lula ladrão,1
Mano gostar ser ignorante mar pra casa caralho,1
USER USER SO BURRA PERDÃO VO APAGA NGM AVISA CARAIO TBM,1
USER POLÍTICOS CORRUTOS DEVERIAM APODRECER CADEIA CAUSA DELES mORREM MILHARES PESSOAS RECURSOS,1
USER personalidade falar ensaiar robô,1
FICO PERGUNTANDO Q MERDA PESSOA CABEÇA PRA VOLTAR PRA RELACIONAMENTO FUDIDO PQP FICO INDIGNADA Q EXISTE MINA TROUXA QUERIA Q ENTENDESSEM MERDA RELACIONAMENTO Q PESSOA LIXO DELAS,1
USER Caralho mano ir mandar tomar cu ai lembrar meme sangue subir olhar siger vc tt Iza,1
achar foda antigo óculos Joinha,0
USER USER صناع الوهم,0
USER Marra salier decir banca lo indulto lo genocida Morales puedir hablar 500 vece más hasta Las eleccione y v,1
USER Si pendejor hipocrito despues politizaste la sangre venis pesame mierda sos tato enseño,1
USER USER USER USER PEDIR DESCULPAS HIENAS SEDENTAS SANGUE,1
pra vagabundagem corrupto,1
david pq vc ser baitola saber vc merdinha,1
USER USER concordar merda saidinha,1
Palhaçada tá ar desrespeitar burgue King ser governo digno tirar país,1
acontecer parecido tirar bebia droga programa ate pra convidado levar sério trablho acontecer outro maluco,1
render cancelamento triste Ficar cara USER saber gravidade dizer infelizmente falar merda absurdo puro ignorância enfim esquerdista pedir bala cova caixão ocorrer falar bêbado deixar claro morte liberdade expressão Triste,1
fodase,1
USER kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk retardado achar,1
USER perfeito muito lindo,0
USER mandar acreditar trabalho bebida droga USER soltar merda de esse culpa droga deixar Vê acordar mudar vida nazista claro USER ser cara conhecedor profundo cenário cancelamento cometer erro bom falar ter estudar assunto infelizmente,1
USER USER lixo USER,1
USER fdp vagabundo começar campanha 2018 continuar durante mandato Bozo descer palanque reclamar artista fala próLula tomar cu miliciano,1
USER USER USER elogiar mãe porrar,1
USER USER USER USER USER Irmão CEO flamengo dono Memphis Grizzlies Swansea City Inglaterra cara dinheiro falar mão vaca pobre tar marola dizer org BR dinheiro q cara kk,0
camilly sumir puta vagabundo arrombar mundrunga,1
USER tejar resumir video q mto vao morrer covid19 video nao fã aglomerar pergunta USER afinal alem dinheiromorte pessoa conhecer,1
USER USER Bolsonaro pra Trazer novamente ladrão 171 país Lula gangue afundar país lama assaltar depenar cofr público estatal esquema multibilionário Mensalão Petrolão Eletrolão Correios Pré Sal BNDES URL,1
USER Ridículo el capi,1
USER USER USERUSER USER USERUSER USER USERUSER USER USERUSER USER USERUSER USER USERUSER USER USERUSER USER USERUSER USER USERUSER USER USERUSER USER USERUSER USER USERUSER USER USERUSER USER USERUSER USER USERUSER USER USERUSER USER USERUSER USER USERUSER USER USERUSER USER USERUSER USER USERUSER USER USERUSER USER USERUSER USER USERUSER USER USERUSER USER USERUSER USER USER,1
USER USER Ficou putinha,1
porra físico URL,1
cidadão comum tiro opinião diferente USER Vítima arma pra defender Brasil,0
soy del inutil sirvo ejemplo,1
USER USER ai foda,1
Jumento psicopata rebanho,1
acabar pra vc USER,0
porra sapatão pg conhecer loco,1
USER pqp,1
USER errar errar apreender USER ferrar estúdio flow ignorância,1
KUCINGNYA CU BANHET SAYANG DY TAKUT MANUSYA,1
USER pra vcs ver representar atraso q pt deixar Brasil cair pata gentinha,1
Lembrese USER judeu querer raça puro ser loiro olho azul ir morrer,1
ninguém estar viver hospício fuder mundo guerra guerra dúvida idiota ser guerra tomar reação agressivo quiser matar ir perdoar nenhum Venham,1
USER USER USER USER dinheiro roubar Petrobrás ótario ACORDEM,1
candidatar senador país merda palhaço entrar pra política,1
USER USER USER fazer besteira expulsar expulsar Bianca,0
USER 2 BOCAS USER KKKK precisar USER odiar algum USER dar nazismo mau cego aUSERuele USER USERuer enxergar,0
elogiar nao perdoei FODER cabeça,1
USER Larga mão imbecil Vc achar continuar ignorante pra vcs manipular qto quiser Vc achar mmo q bos Power point mentiroso aceitar conhecer Lula Vcs querer anular Lula pra continuar corrupção Vcs CORRUPTOS,1
USER Sai calopsita falar comigo pq to puta contigo ficar jogar praga eu cara pau trocar escola,1
convidado foda Explicou USER USER absorver entao lascar,1
USER kkkkkkkkkkkkkkkkkkkkkkkk caralho leticiar nois idiota igual,1
USER USER USER USER USER achar q gente q demente kkkk,1
gordura visceral mau existea gordura visceral matar,0
Amei video USER maravilhosaeu vergonha fucar nu pro maridãoe USER liga pra issovaler,0
MAE CHAMOU MACACA SAIU QUAO SKSKKSKSKSKSJDL Q ODIO VSFD,1
USER Ya vete al aeropuerto hoy y deja mamar palo,1
USER sair escrever bosta escrever orgulho nao vir porra,1
USER USER MÃE RETADA USER,1
bando oportunista Educação entender estar preciso sugar URL,1
USER USER USER USER meh bgl adolescente bando jovenzinho mongol hora ver gente adolescente trans mudar sexo dps arrepender Adolescente merda bro nn culpa BOLSONARO cultural arrombar,1
PUTA USER USER,1
dáí igual chuchu sal graça Versão feminino Mc Gui,1
Lixo propaganda,1
USER viar tbm,1
cara doidim doido dar kkk,1
USER vc feio pra caramba,1
Lixo empresa Bando filho puta,1
Cascalho malucoUSER cara Edwardso bronzeado uhu,0
rt USER amigo vcs mandar indireto cara pau kkkkkkkkkkkkkkkkkkkkk auge URL,1
USER fodase ngm ti USER,1
eduard corno vear,1
nao precisar estudar caso fato Matoutem cumprir cumprir progressão putaria lei Brasil,1
USER saiar flow pra eu tar suave Empresa pessoa foda,1
USER ESTUPRO FAZENDA ESTUPRO RECORD,1
USER USER desgraça pra sociedade família tradicional USER comprar USER espelunca,1
USER Sr Geraldo imaginar q vc poder lixo humano mentiroso CRAPULA,1
JAJAJAJAJAJAJAJAJA si fue alto ridicular la Doja Cat URL,1
HASHTAG tar putinho pq acabar mamata lei Rouanet Tá ter trabalhar né vagabundo,1
Absurdo USER dar palco pra idio nojo,1
USER ignorante imaturo,1
USER be happy Vejo vc problema mental respeitar criança contrario contravenção penal puner acordo lei,1
USER USER USER caralho q maluco nojento ser gremista mandar pra casa caralho fácil fácil ingratidão absurdo asco,1
USER Vinheta BeijaFlor 2022 USER MOCAMBO CRIOULO RAÇA MORDAÇA CALOU ER,0
USER USER objetivo benefício Contaminar criança Matar crianca criança contaminar avó pra economizar previdência pra diabo servir,1
ter defender nazismo Cara literalmente falar dever existir partido nazista direito nazista questionar existencia pessoa foder pô,1
ir matar erick ficar fazer porra olho mandar foto cacete kkkkkkkk,1
viver nababescamente custa proteger ladrão bandido HASHTAG,1
Fazte homem porco caralho,1
alguém descobrir sair adolescente pagar pau pra mc força rouquidão voz pra fechar portão,1
USER USER idiota KAKDKAKDKKSKDKSKDKS,1
vergonha presidente República passar imã moldagem Tenha vergonha Sr BOLSONARO,1
olhar cantinho quadro amar bichinha explicar merecer cara lindica mundo reagir genuíno mia joia raro URL,1
votar Bolsonaro 2018 ficar dar vacilo ai ne ficar exposto pra 1 tiro peito facada fatal Mano penssa em esse possibilidade morrer em esse evento ai,0
honra ser polícia matar lixo alguém defender merecer pro cemitério junto,1
velho broxa nojento olhar tamanho testa arrombado Larisso Manoelo idoso URL,1
oh resto foda ouvido voz Twitter Relevem aprender tocar teclado Mentira relevar Deixe tomar cu Alana URL,1
hoje ir guardar polêmico opinião desgraça,1
USER USER USER USER comentário alguém quebrar fodir raiva crescer dar vida Hahahhahahhahahaa derrotar,1
Tomou graça pra largar mongolóide,1
USER ucraniano sofrer culpa parasita URL,1
USER Mano desgraçar velho baixar CR perfeito,1
narrador burro chelsea tar champions temp,1
USERque mendigo amante,0
USER tar escrito né muito gente registrar ruim Ô CARAIO RABBIT TAVA QUIETINHO CANTO DELE PRA,1
ridículo homem tentar mostrar tar feliz solteiro storie,1
tô pra julgar cara infeliz posicionamento erro retratar vida seguir vdd existir muito hipocrisia comunismo matar milhar pessoa igreja condenar inocente fogueiraO nazismo demônio dever existir problema demonio faceta ideológico filosófico político camuflar,1
rael Garcia sanches beijar pau feio,1
padre vagabundo,1
explícito macho escroto,1
Malu gente levar 12 carne ana slc ir levar 2 kilo carne kkkkkkkkkkkkkkkkkr burra fei,1
USER INTERNA USER troll pra mae USER USER USER fodão lol,1
USER depender pq hoje dia amizade cu rolar,1
Quebrei óculos to fodir foder,1
Yo I fucked up my Moms recipe pé Moleque URL,1
Criolo Silva msm palco mané Lolla mt foda,1
Castian ser idiota esperar alguém importar contigo,1
USER Daichi viadinho fedelho 14 ano ficar falar merda,1
USER USER vcs sao foda boy vsf kkkkkkkkkkkkkkkkkkkkkkk,1
USER burrosma olote,1
USER USER droga ir estudar guerra mundial falar besteira,1
chato pessoa ficar falar ser discurso politico,1
USER nao socialismo coerente pensamento PQP nazismo criminalizar socialismo tmbm rigor ter vista morto infinitamente grande ideal,1
tar comer qdo assisti video juro q começar rir q comida voltar quase cuspi note verdade começar assistir bosta filme nao conseguir terminar,1
USER USER Bolsonaro líder verme,1
USER USER lindaaameivar criar canal dança mãe gordinhaparece gordinha lindo q magrinha falar q magra feiastor gordinha lindo poderosasameir mandar bj pfvr,0
USER El montón APRETABOTONES ridículo reportandose van en camino el país los nesecitapli UNA PUTIADA yo,1
Amigo merd abandonar parceiro hora precisar vc,1
USER USER USER tomar cu arrombar,1
podré equivocarme en cantar una,0
USER ficar insuportável Kkk eliminar 321,1
cara divinamente expressar extraordinamente perfeitonão porq pessoa usar droga bebida favorecido expressar língua portuguesaenquanto letrado mau educadosnão estúpir arrogantesprepotentesetc haver issonso diver fala de ele nao Deus guardar,1
USER USER USER USER kkkkkk USER,0
USER VAMPIROS NAO USER USER USER PRAZER SEXO DROGAS USER AND USER,1
Lixo lixo,1
tomar cu amor Deus canseir,1
deixar pra cacete ódio,0
gado,1
